Tweet,Created Date,Retweets,Favourites,Engagement,No of Hashtags,No of User Mentions,No of URLS added,No of Media added,Tweeted Username,Replied To Username,Post Type,Media Type,Is Quote Tweet,Is Retweeted,Language (Tweets) ,Country,Location (Tweets) ,Location Full Name,Location Type,Hashtags,User Mentions,URLS Used,Media URLS,Name,Username,Created Date (Handles) ,Language (Handles) ,Tweets,Followers,Friends,Favourites (Handles) ,Listed Count,Location (Handles) ,Protected,Verified,URL,Description,Profile Image URL,Account Age in Days,Avg Tweets per day
デスストで雪が降ると「シャンシャン」という鈴の音が鳴る。これはホワイト・クリスマスとクリスマス映画でもある「ダイハード」を思わせる演出。,2019/12/25 0:11,1303,6409,7712,0,0,0,0,Kojima_Hideo,,Original Tweet,Text,いいえ,いいえ,Japanese,,,,,,,,,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
https://t.co/fL2bAIyGWz,2019/12/25 11:05,1085,5170,6255,0,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,Undetermined,,,,,,,,http://pbs.twimg.com/ext_tw_video_thumb/1209656187693584384/pu/img/EPMY3CI9vL7t3-m-.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding????
#TomorrowIsInYourHands https://t.co/x0dWidZV0C",2019/12/25 15:27,153,978,1131,4,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1209722134974451712/pu/img/ULdS-Di0SdE2QPFW.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding????
#TomorrowIsInYourHands https://t.co/3HkhTsLGLn",2019/12/25 15:52,542,3018,3560,4,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1209728442159075328/pu/img/1L5BdTSkMqodyOaL.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
小島秀夫、最新作『DEATH STRANDING』創作の裏側を明かす「理詰めで考えているようで…」 | J-WAVE NEWS https://t.co/Wzgd9NMZxZ,2019/12/25 19:07,89,452,541,0,0,1,0,Kojima_Hideo,,Original Tweet,Text,いいえ,いいえ,Japanese,,,,,,,https://news.j-wave.fm/news/2019/12/1220death-stranding.html,,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
購入。 https://t.co/IMNskZzlqe,2019/12/25 19:46,36,493,529,0,0,0,2,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,"http://pbs.twimg.com/media/EMoHTP9UwAEjuwb.jpg,http://pbs.twimg.com/media/EMoHTP7U0AAtYW7.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
原作を読んでいなかったので、読もうと準備していたところ、1973年版「日本沈没」のBDが発売されているのを知り、購入。 https://t.co/popGagxPyh,2019/12/25 19:52,48,368,416,0,0,0,2,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,"http://pbs.twimg.com/media/EMoIpIrU0AIL_7c.jpg,http://pbs.twimg.com/media/EMoIpI9UUAAk2F4.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding????
#TomorrowIsInYourHands https://t.co/CB5ZIGe0uI",2019/12/25 20:55,270,1785,2055,4,0,0,4,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,"http://pbs.twimg.com/media/EMoXBXBVUAAlWoh.jpg,http://pbs.twimg.com/media/EMoXBXBUEAI5LEj.jpg,http://pbs.twimg.com/media/EMoXBXCUwAAuK75.jpg,http://pbs.twimg.com/media/EMoXBXDUYAIuwCM.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding????
#TomorrowIsInYourHands https://t.co/QTNU4dKWhu",2019/12/25 20:56,191,1242,1433,4,0,0,4,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,"http://pbs.twimg.com/media/EMoXPpbU4AAPbNy.jpg,http://pbs.twimg.com/media/EMoXPqMUEAAsnLP.jpg,http://pbs.twimg.com/media/EMoXPsTUwAEjOWY.jpg,http://pbs.twimg.com/media/EMoXPvRUEAAqP50.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding????
#TomorrowIsInYourHands https://t.co/xAORns5t23",2019/12/25 20:57,196,1488,1684,4,0,0,2,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,"http://pbs.twimg.com/media/EMoXefoU4AE_DTX.jpg,http://pbs.twimg.com/media/EMoXefpVAAEQA6Q.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
"全世界のサム“ポーター”ブリッジズの皆さんへ。年末年始の配達任務、カイラル通信接続、建設物の敷設、国道建設、ご苦労様です。気をつけ行ってらっしゃい。

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding????
#TomorrowIsInYourHands https://t.co/IvB2dDPupx",2019/12/26 8:52,820,3575,4395,4,0,0,4,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,"http://pbs.twimg.com/media/EMq7SNzVAAAPOug.jpg,http://pbs.twimg.com/media/EMq7SN7UEAAbLsl.jpg,http://pbs.twimg.com/media/EMq7SN9U4AAIQCp.jpg,http://pbs.twimg.com/media/EMq7SN-VAAA7JdD.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
https://t.co/YiOOPqC1U7,2019/12/26 13:06,646,7179,7825,0,0,0,2,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,,,,"http://pbs.twimg.com/media/EMr1SCiUwAEkNTS.jpg,http://pbs.twimg.com/media/EMr1SCjVUAA1R-P.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
クリスティー文庫補充。 https://t.co/xyfqFcUZ9T,2019/12/26 15:20,37,410,447,0,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,http://pbs.twimg.com/media/EMsUBX_VUAANN0A.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
https://t.co/KFZgU6Okqh,2019/12/26 17:09,444,3554,3998,0,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,,,,http://pbs.twimg.com/media/EMss4xaVAAEB6bZ.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
https://t.co/UYmgNXhezo,2019/12/27 16:05,172,1892,2064,0,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,,,,http://pbs.twimg.com/media/EMxn0g9U8AAOW3t.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
https://t.co/WbJQ8GUSyv,2019/12/27 16:27,318,3466,3784,0,0,0,3,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,,,,"http://pbs.twimg.com/media/EMxs3rKU8AAaycX.jpg,http://pbs.twimg.com/media/EMxs3rHUYAEDi7H.jpg,http://pbs.twimg.com/media/EMxs3uhU0AAIn--.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
https://t.co/vTl2SxTvD2,2019/12/27 20:03,232,3073,3305,0,0,0,3,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,,,,"http://pbs.twimg.com/media/EMyeYBRU0AUsnpT.jpg,http://pbs.twimg.com/media/EMyeYA1U4AAch6L.jpg,http://pbs.twimg.com/media/EMyeYA2UEAAmIGX.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
https://t.co/SzHc1SgRFB,2019/12/27 23:19,50,874,924,0,0,0,2,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,,,,"http://pbs.twimg.com/media/EMzLNZJUwAERmtN.jpg,http://pbs.twimg.com/media/EMzLNZKUUAApin1.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
https://t.co/WRqcCHfUyY,2019/12/28 13:02,743,6317,7060,0,0,0,4,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,,,,"http://pbs.twimg.com/media/EM2HtPsU4AchTMD.jpg,http://pbs.twimg.com/media/EM2HtQBU8AAC0Sf.jpg,http://pbs.twimg.com/media/EM2HtPsUwAIzxIH.jpg,http://pbs.twimg.com/media/EM2HtQAU0AAcf0e.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
写真を投稿しましたhttps://t.co/4GrTcduUpI,2019/12/28 13:04,19,173,192,0,0,1,0,Kojima_Hideo,,Original Tweet,Text,いいえ,いいえ,Japanese,,,,,,,https://www.instagram.com/p/B6mh6jyHfNd/?igshid=bjkfe1camqnx,,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
https://t.co/JUNZAemmPg,2019/12/28 13:08,250,2363,2613,0,0,0,2,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,,,,"http://pbs.twimg.com/media/EM2JEacU8AIbDKk.jpg,http://pbs.twimg.com/media/EM2JEafU8AMw3hk.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
https://t.co/5lGVLt4AQY,2019/12/28 15:08,213,2609,2822,0,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,Undetermined,,,,,,,,http://pbs.twimg.com/ext_tw_video_thumb/1210804722442981377/pu/img/koMZdGbx4k2JBibT.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding????
#TomorrowIsInYourHands https://t.co/axXAKnq3cc",2019/12/28 16:44,653,5171,5824,4,0,0,2,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,"http://pbs.twimg.com/media/EM26ZMtU0AAZ1CT.jpg,http://pbs.twimg.com/media/EM26ZMhU4AMjrXo.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
https://t.co/CsJctj1RWO,2019/12/28 19:30,559,3494,4053,0,0,0,4,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,,,,"http://pbs.twimg.com/media/EM3gaF9VAAA160P.jpg,http://pbs.twimg.com/media/EM3gaF9UUAEm_ZI.jpg,http://pbs.twimg.com/media/EM3gaF9U8AAyWTE.jpg,http://pbs.twimg.com/media/EM3gaGKVAAANy33.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
https://t.co/1LzW7s733d,2019/12/28 22:53,76,976,1052,0,0,0,2,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,,,,"http://pbs.twimg.com/media/EM4O0SWUUAANuxA.jpg,http://pbs.twimg.com/media/EM4O0SUU8AENLbu.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
「命削って作ってきたんでね」小島秀夫56歳が明かす『デススト』誕生までの“誤算と孤独” | 文春オンライン https://t.co/kZenu5ukai,2019/12/29 9:22,438,1758,2196,0,0,1,0,Kojima_Hideo,,Original Tweet,Text,いいえ,いいえ,Japanese,,,,,,,https://bunshun.jp/articles/-/20417,,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
独立直後、機材は何もなかった……それでも小島秀夫がたった4年で『デススト』を作れた理由 | 文春オンライン https://t.co/9HlERTizNR,2019/12/29 9:22,821,3022,3843,0,0,1,0,Kojima_Hideo,,Original Tweet,Text,いいえ,いいえ,Japanese,,,,,,,https://bunshun.jp/articles/-/20418,,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
https://t.co/1GLjrSbmWL,2019/12/29 11:36,249,2690,2939,0,0,0,4,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,,,,"http://pbs.twimg.com/media/EM69hFjUYAAWmxg.jpg,http://pbs.twimg.com/media/EM69hFlUYAAEtUg.jpg,http://pbs.twimg.com/media/EM69hFkU8AI3ma9.jpg,http://pbs.twimg.com/media/EM69hFkUwAAEj45.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
https://t.co/ZHkjrLFKtv,2019/12/29 11:37,155,1356,1511,0,0,0,4,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,,,,"http://pbs.twimg.com/media/EM69whzU8AAvabj.jpg,http://pbs.twimg.com/media/EM69wh8UUAA142G.jpg,http://pbs.twimg.com/media/EM69wiXU4AAtEyv.jpg,http://pbs.twimg.com/media/EM69wivUYAAnFrD.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
https://t.co/KE6lJ15pZG,2019/12/29 11:38,165,1792,1957,0,0,0,2,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,,,,"http://pbs.twimg.com/media/EM693jdUUAAtP4x.jpg,http://pbs.twimg.com/media/EM693juVUAEa8jB.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
三浦大知、小島秀夫監督『デススト』との“繋”は「夢のよう」紅白リハ | マイナビニュース https://t.co/EnlOfyXWQC,2019/12/29 13:53,710,2444,3154,0,0,1,0,Kojima_Hideo,,Original Tweet,Text,いいえ,いいえ,Japanese,,,,,,,https://news.mynavi.jp/article/20191229-948111/,,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
THE STRANGLERSの「FELINE」2019年リマスター版を購入。 https://t.co/6PE988lBJ3,2019/12/29 15:59,25,290,315,0,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,http://pbs.twimg.com/media/EM75zeHUUAAjbaR.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
梅田の紀伊國屋にもなくて、Amazonかな？と思っていたら三宮センター街のジュンク堂にあった。大山誠一郎さんの「アルファベット・パズラーズ」。購入。レシートも挟んでおく。 https://t.co/Ror25dPGTK,2019/12/29 16:36,85,771,856,0,0,0,3,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,"http://pbs.twimg.com/media/EM8CRalUUAEA25C.jpg,http://pbs.twimg.com/media/EM8CRa2UEAA0UML.jpg,http://pbs.twimg.com/media/EM8CRa1U4AADrQd.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
https://t.co/gZK58blGhR,2019/12/29 17:53,384,3366,3750,0,0,0,4,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,,,,"http://pbs.twimg.com/media/EM8TxSTU8AExAsc.jpg,http://pbs.twimg.com/media/EM8TxSVUEAEHnQx.jpg,http://pbs.twimg.com/media/EM8TxSbVUAALZcr.jpg,http://pbs.twimg.com/media/EM8TxSYU0AEIRtd.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
https://t.co/oye6muQ75I,2019/12/29 21:01,323,2560,2883,0,0,0,4,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,,,,"http://pbs.twimg.com/media/EM8-1WrU8AAtJX_.jpg,http://pbs.twimg.com/media/EM8-1WqUUAAk3FY.jpg,http://pbs.twimg.com/media/EM8-1WpUYAEx6Kh.jpg,http://pbs.twimg.com/media/EM8-1WsVAAEOoc_.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
阪急「梅田」駅が「大阪梅田」に変わっているのは聞いていたが、宝塚線「石橋」が「石橋阪大前」になっていて驚いた。,2019/12/29 22:21,397,2142,2539,0,0,0,0,Kojima_Hideo,,Original Tweet,Text,いいえ,いいえ,Japanese,,,,,,,,,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
断絶の時代を繋ぐゲームクリエイター・小島秀夫のMEME「創作する遺伝子」を受け継ごう | ダ・ヴィンチニュース https://t.co/yYSy9zeEVF,2019/12/30 11:27,85,411,496,0,0,1,0,Kojima_Hideo,,Original Tweet,Text,いいえ,いいえ,Japanese,,,,,,,https://ddnavi.com/review/586280/a/,,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
庵野秀明監督が初めて語る経営者としての10年（上） | 『週刊ダイヤモンド』特別レポート | ダイヤモンド・オンライン https://t.co/adNaI4g4x5,2019/12/30 13:26,422,1348,1770,0,0,1,0,Kojima_Hideo,,Original Tweet,Text,いいえ,いいえ,Japanese,,,,,,,https://diamond.jp/articles/-/107910,,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
"2019年新作映画TOP10。
1位 パラサイト
2位 ボーダー
3位 アイリッシュマン
4位 象は静かに座ってる
5位 COLD WAR
以下順不同。
・ハウス・ジャック・ビルト
・存在のない子供たち
・スパイダーマン スパイダーバース
・ジョーカー
・マリッジ・ストーリー
因みに邦画の1位「きみと、波にのれたら」。 https://t.co/j6EcmT6KkC",2019/12/30 13:35,1001,4629,5630,0,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,http://pbs.twimg.com/media/ENAiWKGU8AAiXvR.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
